crop_id,category,habit,life_form,life_span,physiology,plant_attributes
17644,"fruits & nuts, environmental",erect,tree,perennial,"evergreen, semi evergreen, single stem, C3 photosynthesis",
17645,environmental,erect,tree,perennial,"evergreen, single stem, C3 photosynthesis",grown on small scale
17646,environmental,erect,tree,perennial,"evergreen, single stem, C3 photosynthesis",grown on small scale
17650,"forage/pasture, vegetables","prostrate/procumbent/semi-erect, climber/scrambler/scadent","herb, sub-shrub",perennial,"evergreen, multi stem",grown on small scale
17651,"pulses (grain legumes), forage/pasture, vegetables, environmental","erect, prostrate/procumbent/semi-erect",herb,annual,multi stem,
17656,vegetables,prostrate/procumbent/semi-erect,herb,,multi stem,
17664,roots/tubers,erect,herb,perennial,,grown on small scale
17797,"vegetables, medicinals & aromatic, weed",erect,herb,annual,"single stem, multi stem, C3 photosynthesis",harvested from wild
17836,medicinals & aromatic,erect,herb,perennial,,harvested from wild
18201,"forage/pasture, vegetables, weed",prostrate/procumbent/semi-erect,herb,perennial,multi stem,
18215,"forage/pasture, vegetables, ornamentals/turf, weed",erect,herb,perennial,"deciduous, multi stem",
18325,medicinals & aromatic,prostrate/procumbent/semi-erect,herb,perennial,,harvested from wild
30805,"fruits & nuts, materials, ornamentals/turf, medicinals & aromatic, forest/wood, environmental",erect,tree,perennial,"evergreen, single stem",
31703,"fruits & nuts, vegetables, medicinals & aromatic, environmental",erect,shrub,perennial,multi stem,grown on small scale
32427,"forage/pasture, fruits & nuts, materials, ornamentals/turf, medicinals & aromatic, forest/wood, environmental",erect,tree,perennial,"evergreen, single stem",
38122,"forage/pasture, fruits & nuts, materials, ornamentals/turf, medicinals & aromatic, forest/wood, environmental","erect, climber/scrambler/scadent","vine, tree",perennial,"evergreen, single stem, multi stem",
38133,"materials, medicinals & aromatic",erect,herb,"annual, perennial",multi stem,"grown on small scale, harvested from wild"
42696,"forage/pasture, materials, medicinals & aromatic, environmental",erect,"shrub, tree",perennial,"deciduous, single stem, multi stem",harvested from wild
45286,"vegetables, materials, ornamentals/turf, medicinals & aromatic, forest/wood",erect,tree,perennial,"deciduous, single stem",
45894,"forage/pasture, fruits & nuts, materials, ornamentals/turf, medicinals & aromatic, forest/wood, environmental",erect,tree,perennial,"deciduous, single stem",grown on small scale
46753,"forage/pasture, materials, ornamentals/turf, medicinals & aromatic, forest/wood, environmental",erect,tree,perennial,"evergreen, single stem",
47139,"forage/pasture, medicinals & aromatic, forest/wood, environmental",erect,"shrub, tree",perennial,"deciduous, single stem, multi stem",
48742,roots/tubers,prostrate/procumbent/semi-erect,herb,biennial,"deciduous, single stem",grown on large scale
48747,"cereals & pseudocereals, forage/pasture, medicinals & aromatic",erect,grass,annual,single stem,"grown on large scale, grown on small scale"
49181,"materials, medicinals & aromatic, forest/wood",erect,tree,perennial,"deciduous, single stem",grown on large scale
49211,"ornamentals/turf, medicinals & aromatic",climber/scrambler/scadent,shrub,perennial,,grown on small scale
49984,"ornamentals/turf, medicinals & aromatic",erect,herb,perennial,,harvested from wild
49985,medicinals & aromatic,erect,herb,perennial,,harvested from wild
49987,medicinals & aromatic,prostrate/procumbent/semi-erect,other,perennial,,harvested from wild
50045,"vegetables, medicinals & aromatic",erect,herb,annual,,harvested from wild
75000,"vegetables, medicinals & aromatic",erect,herb,perennial,,harvested from wild
75061,"fruits & nuts, materials, forest/wood",erect,tree,perennial,"evergreen, single stem","grown on large scale, harvested from wild"
76733,"pulses (grain legumes), medicinals & aromatic",erect,herb,annual,,grown on small scale
83541,"forage/pasture, vegetables, environmental",erect,herb,annual,single stem,
127526,"fruits & nuts, ornamentals/turf, medicinals & aromatic",erect,tree,perennial,"evergreen, single stem","grown on large scale, harvested from wild"
148253,"fruits & nuts, materials, medicinals & aromatic, forest/wood",erect,"shrub, tree",perennial,"evergreen, single stem, multi stem",
148964,roots/tubers,,herb,annual,,grown on small scale
148966,roots/tubers,climber/scrambler/scadent,"herb, vine",perennial,,grown on small scale
148967,"roots/tubers, vegetables",erect,herb,"annual, perennial",,grown on small scale
148974,"fruits & nuts, ornamentals/turf, medicinals & aromatic",climber/scrambler/scadent,"vine, shrub",perennial,multi stem,
149006,"fruits & nuts, materials",erect,"shrub, tree",perennial,"evergreen, single stem, multi stem",
197703,"fruits & nuts, ornamentals/turf",erect,tree,perennial,"evergreen, single stem",
198033,fruits & nuts,erect,shrub,perennial,"deciduous, multi stem",harvested from wild
202719,"pulses (grain legumes), environmental","prostrate/procumbent/semi-erect, climber/scrambler/scadent",herb,perennial,"deciduous, multi stem","grown on large scale, grown on small scale"
205644,"fruits & nuts, medicinals & aromatic",erect,tree,perennial,"evergreen, single stem",
220867,"vegetables, materials, ornamentals/turf, medicinals & aromatic",erect,herb,perennial,"deciduous, multi stem",
225371,"vegetables, ornamentals/turf",erect,herb,perennial,"deciduous, multi stem",
236039,"fruits & nuts, materials, medicinals & aromatic",erect,tree,perennial,"deciduous, single stem",
238002,"pulses (grain legumes), forage/pasture, environmental",prostrate/procumbent/semi-erect,herb,annual,multi stem,
238663,"cereals & pseudocereals, forage/pasture, vegetables, materials, environmental",erect,grass,annual,single stem,grown on large scale
243766,"forage/pasture, fruits & nuts, vegetables, materials, medicinals & aromatic, forest/wood, environmental","erect, climber/scrambler/scadent","vine, shrub, tree",perennial,"semi evergreen, single stem, multi stem",
355153,"forage/pasture, fruits & nuts, materials, ornamentals/turf, medicinals & aromatic, forest/wood",erect,"shrub, tree",perennial,"deciduous, single stem, multi stem",
363339,"forage/pasture, fruits & nuts, materials, ornamentals/turf, medicinals & aromatic, forest/wood, environmental",erect,"shrub, tree",perennial,"evergreen, deciduous, single stem, multi stem",grown on small scale
367215,"fruits & nuts, medicinals & aromatic",erect,"shrub, tree",perennial,"evergreen, single stem, multi stem",harvested from wild
372231,"pulses (grain legumes), forage/pasture",erect,shrub,perennial,"single stem, multi stem",
372262,"forage/pasture, medicinals & aromatic, environmental",erect,"shrub, tree",perennial,"deciduous, single stem, multi stem",grown on small scale
400004,,erect,herb,annual,,grown on small scale
367,"vegetables, medicinals & aromatic",erect,herb,biennial,single stem,grown on large scale
520,"materials, ornamentals/turf, medicinals & aromatic, forest/wood",erect,"shrub, tree",perennial,"evergreen, single stem, multi stem",grown on small scale
550,materials,erect,herb,annual,single stem,
702,"materials, medicinals & aromatic",erect,tree,perennial,,grown on large scale
754,"vegetables, medicinals & aromatic",erect,herb,perennial,multi stem,
828,"roots/tubers, medicinals & aromatic",erect,herb,perennial,,grown on small scale
841,"materials, ornamentals/turf",erect,grass,perennial,"evergreen, multi stem",grown on small scale
984,"materials, medicinals & aromatic",erect,herb,perennial,,"grown on large scale, grown on small scale"
1333,medicinals & aromatic,erect,"shrub, tree",perennial,"evergreen, single stem, multi stem",grown on small scale
1448,materials,erect,herb,perennial,,grown on small scale
1514,"fruits & nuts, materials, medicinals & aromatic, environmental",erect,tree,perennial,"evergreen, multi stem",
1661,"vegetables, medicinals & aromatic",erect,herb,perennial,,grown on large scale
1714,medicinals & aromatic,climber/scrambler/scadent,vine,perennial,,grown on large scale
1763,"materials, medicinals & aromatic, environmental",erect,shrub,perennial,multi stem,grown on small scale
2104,"forage/pasture, medicinals & aromatic",erect,herb,"annual, biennial, perennial",multi stem,grown on large scale
2119,"ornamentals/turf, medicinals & aromatic",climber/scrambler/scadent,herb,annual,,grown on small scale
2131,"materials, medicinals & aromatic",climber/scrambler/scadent,"herb, vine",perennial,"evergreen, single stem, multi stem",grown on small scale
2177,medicinals & aromatic,erect,herb,"annual, perennial",multi stem,grown on large scale
2369,medicinals & aromatic,erect,herb,perennial,multi stem,grown on large scale
2411,vegetables,erect,"herb, shrub",perennial,multi stem,grown on small scale
2441,"ornamentals/turf, medicinals & aromatic",erect,shrub,perennial,"evergreen, multi stem",grown on large scale
2462,"materials, medicinals & aromatic",erect,tree,perennial,"evergreen, single stem, multi stem",grown on large scale
2762,medicinals & aromatic,erect,herb,perennial,multi stem,grown on small scale
2779,medicinals & aromatic,erect,herb,perennial,,grown on small scale
3010,medicinals & aromatic,erect,herb,perennial,,harvested from wild
3036,medicinals & aromatic,"erect, acaulescent (or rosette plants)",herb,perennial,,grown on small scale
3048,"materials, ornamentals/turf, medicinals & aromatic",erect,shrub,perennial,"deciduous, single stem, multi stem",
3054,medicinals & aromatic,prostrate/procumbent/semi-erect,herb,perennial,,grown on large scale
3389,"materials, ornamentals/turf, medicinals & aromatic",erect,sub-shrub,perennial,multi stem,grown on small scale
3390,medicinals & aromatic,erect,herb,perennial,,harvested from wild
3402,medicinals & aromatic,erect,herb,perennial,,grown on large scale
3415,medicinals & aromatic,erect,herb,perennial,,grown on small scale
3585,forage/pasture,erect,herb,perennial,,grown on small scale
3944,"ornamentals/turf, medicinals & aromatic",erect,herb,,,"grown on small scale, harvested from wild"
3989,"materials, medicinals & aromatic, environmental",erect,tree,perennial,"deciduous, single stem",grown on small scale
4006,"materials, forest/wood, environmental",erect,"shrub, tree",perennial,"single stem, multi stem",grown on small scale
4040,"ornamentals/turf, medicinals & aromatic",erect,herb,"annual, biennial",,grown on large scale
4061,medicinals & aromatic,prostrate/procumbent/semi-erect,sub-shrub,perennial,,harvested from wild
4177,fruits & nuts,erect,herb,annual,multi stem,
4178,vegetables,erect,herb,annual,single stem,
4183,vegetables,erect,herb,perennial,,grown on small scale
4531,"materials, medicinals & aromatic","erect, prostrate/procumbent/semi-erect",herb,"annual, biennial",,"grown on small scale, harvested from wild"
4567,medicinals & aromatic,erect,tree,perennial,"evergreen, single stem",
4568,"materials, medicinals & aromatic",erect,tree,perennial,,"grown on large scale, grown on small scale"
4570,medicinals & aromatic,erect,tree,perennial,"evergreen, single stem",
4700,"materials, medicinals & aromatic",erect,herb,annual,,grown on large scale
4962,"materials, medicinals & aromatic",erect,herb,perennial,,grown on large scale
5043,"materials, medicinals & aromatic",erect,herb,annual,,grown on large scale
6095,medicinals & aromatic,erect,herb,annual,,harvested from wild
6404,medicinals & aromatic,erect,herb,perennial,,harvested from wild
6467,"roots/tubers, forage/pasture, materials, medicinals & aromatic",erect,"herb, sub-shrub",perennial,,grown on small scale
6468,medicinals & aromatic,erect,herb,perennial,"single stem, C3 photosynthesis",grown on small scale
6852,"ornamentals/turf, medicinals & aromatic",erect,sub-shrub,perennial,multi stem,"grown on small scale, harvested from wild"
6860,"ornamentals/turf, medicinals & aromatic, forest/wood",erect,"shrub, tree",perennial,,"grown on small scale, harvested from wild"
7172,"ornamentals/turf, medicinals & aromatic",prostrate/procumbent/semi-erect,"sub-shrub, shrub",perennial,,grown on large scale
7258,"forage/pasture, materials",erect,"herb, sub-shrub","annual, perennial",multi stem,grown on small scale
7338,"ornamentals/turf, medicinals & aromatic",erect,shrub,perennial,,grown on small scale
7542,"materials, ornamentals/turf",erect,herb,"annual, perennial",multi stem,grown on small scale
7707,"materials, medicinals & aromatic",,herb,perennial,,grown on small scale
7745,"materials, medicinals & aromatic",erect,tree,perennial,"evergreen, single stem",
7846,"materials, medicinals & aromatic",erect,"shrub, tree",perennial,"single stem, multi stem",
7895,"materials, medicinals & aromatic, forest/wood, environmental",erect,tree,perennial,"evergreen, single stem",
7896,environmental,erect,tree,perennial,"evergreen, single stem",
7900,medicinals & aromatic,erect,shrub,perennial,,grown on small scale
7987,medicinals & aromatic,,herb,annual,,
8037,medicinals & aromatic,erect,"herb, sub-shrub",annual,"deciduous, single stem",grown on small scale
8120,"ornamentals/turf, medicinals & aromatic",erect,herb,perennial,multi stem,grown on large scale
8174,medicinals & aromatic,erect,herb,perennial,,harvested from wild
8403,"ornamentals/turf, medicinals & aromatic",prostrate/procumbent/semi-erect,herb,perennial,multi stem,grown on small scale
8452,"vegetables, materials, ornamentals/turf, medicinals & aromatic, weed",erect,herb,annual,single stem,grown on small scale
8594,"materials, medicinals & aromatic, environmental",erect,tree,perennial,"evergreen, single stem",
8595,"materials, medicinals & aromatic",erect,herb,annual,,grown on large scale
8596,medicinals & aromatic,erect,herb,annual,,harvested from wild
8642,medicinals & aromatic,prostrate/procumbent/semi-erect,"shrub, tree",perennial,"evergreen, single stem, multi stem",harvested from wild
8674,"vegetables, medicinals & aromatic",climber/scrambler/scadent,"vine, sub-shrub",perennial,multi stem,"grown on small scale, harvested from wild"
8690,"ornamentals/turf, medicinals & aromatic, environmental",erect,"shrub, tree",perennial,"evergreen, multi stem","grown on small scale, harvested from wild"
8853,medicinals & aromatic,erect,herb,perennial,,"grown on small scale, harvested from wild"
8944,"forage/pasture, materials, ornamentals/turf, medicinals & aromatic, forest/wood, environmental",erect,tree,perennial,"deciduous, single stem",
9185,"vegetables, environmental",,herb,perennial,,
9297,"ornamentals/turf, medicinals & aromatic",erect,tree,perennial,"deciduous, single stem",grown on small scale
9326,"ornamentals/turf, medicinals & aromatic",erect,shrub,perennial,,grown on large scale
9398,medicinals & aromatic,erect,herb,perennial,,harvested from wild
9421,"vegetables, materials, ornamentals/turf",erect,sub-shrub,perennial,multi stem,grown on small scale
9516,medicinals & aromatic,"erect, acaulescent (or rosette plants)",herb,"biennial, perennial",,grown on large scale
9535,"forage/pasture, vegetables",erect,herb,perennial,multi stem,
9582,medicinals & aromatic,erect,herb,annual,,"grown on large scale, grown on small scale"
9584,"ornamentals/turf, medicinals & aromatic",erect,shrub,perennial,multi stem,
9856,"vegetables, medicinals & aromatic",erect,"herb, sub-shrub",perennial,multi stem,
10081,"materials, forest/wood",erect,tree,perennial,"deciduous, single stem",grown on small scale
10084,"materials, medicinals & aromatic",erect,"herb, sub-shrub",perennial,"deciduous, multi stem",grown on small scale
10284,"ornamentals/turf, medicinals & aromatic",erect,herb,perennial,,"grown on small scale, harvested from wild"
10373,"fruits & nuts, materials, medicinals & aromatic, forest/wood",erect,tree,perennial,"deciduous, single stem",
10379,medicinals & aromatic,erect,herb,perennial,,harvested from wild
10386,"fruits & nuts, materials",,herb,,,harvested from wild
10432,medicinals & aromatic,"erect, prostrate/procumbent/semi-erect",shrub,perennial,,harvested from wild
10473,"materials, medicinals & aromatic",erect,herb,annual,multi stem,grown on small scale
11281,"ornamentals/turf, medicinals & aromatic",erect,herb,"annual, biennial",,grown on small scale
12347,medicinals & aromatic,erect,herb,perennial,"single stem, multi stem",
13746,"materials, ornamentals/turf, medicinals & aromatic",erect,herb,biennial,,"grown on small scale, harvested from wild"
18352,"ornamentals/turf, medicinals & aromatic",erect,sub-shrub,perennial,multi stem,grown on small scale
49189,medicinals & aromatic,erect,herb,,,harvested from wild
49212,medicinals & aromatic,erect,herb,annual,,harvested from wild
50047,medicinals & aromatic,erect,herb,perennial,,harvested from wild
50472,medicinals & aromatic,erect,sub-shrub,perennial,,harvested from wild
248815,"forage/pasture, medicinals & aromatic, forest/wood",erect,"shrub, tree",perennial,"deciduous, single stem, multi stem",
291,"ornamentals/turf, medicinals & aromatic",prostrate/procumbent/semi-erect,"herb, sub-shrub","annual, biennial, perennial","deciduous, multi stem",
297,"materials, ornamentals/turf, medicinals & aromatic, environmental",erect,tree,perennial,single stem,grown on small scale
349,"forage/pasture, materials, ornamentals/turf, medicinals & aromatic, forest/wood, environmental",erect,tree,perennial,"deciduous, single stem",grown on large scale
379,"materials, ornamentals/turf, medicinals & aromatic, forest/wood",erect,tree,perennial,"evergreen, single stem",grown on small scale
634,"materials, medicinals & aromatic",erect,"herb, shrub",perennial,"evergreen, deciduous, multi stem",
646,"materials, ornamentals/turf, medicinals & aromatic, forest/wood, environmental, weed",erect,tree,perennial,"evergreen, single stem, C3 photosynthesis",grown on small scale
652,"ornamentals/turf, medicinals & aromatic",erect,"herb, sub-shrub","annual, perennial",multi stem,"grown on large scale, grown on small scale"
656,"materials, ornamentals/turf, medicinals & aromatic, forest/wood, environmental",erect,tree,perennial,"deciduous, single stem",
697,"materials, medicinals & aromatic",erect,tree,perennial,"evergreen, single stem",
699,"materials, ornamentals/turf, medicinals & aromatic, environmental",erect,tree,perennial,"evergreen, single stem",grown on small scale
801,"forage/pasture, materials, medicinals & aromatic, cover crop, environmental",erect,herb,annual,multi stem,grown on large scale
848,"forage/pasture, medicinals & aromatic",prostrate/procumbent/semi-erect,grass,perennial,multi stem,grown on large scale
870,medicinals & aromatic,erect,herb,annual,,"grown on small scale, harvested from wild"
880,"materials, ornamentals/turf, medicinals & aromatic, forest/wood, environmental",erect,tree,perennial,"evergreen, deciduous, single stem",
952,"forage/pasture, medicinals & aromatic, forest/wood, environmental",erect,"shrub, tree",perennial,"evergreen, single stem, multi stem",
1012,"ornamentals/turf, medicinals & aromatic",erect,tree,perennial,"evergreen, deciduous, single stem",
1017,"materials, ornamentals/turf, medicinals & aromatic, forest/wood, environmental",erect,tree,perennial,"evergreen, single stem",grown on large scale
1023,"materials, ornamentals/turf, medicinals & aromatic, forest/wood, environmental",erect,tree,perennial,"evergreen, single stem",grown on small scale
1104,"forage/pasture, materials, medicinals & aromatic, forest/wood, cover crop, environmental",erect,shrub,perennial,multi stem,"grown on large scale, grown on small scale"
1146,"forage/pasture, materials, medicinals & aromatic, forest/wood, environmental",erect,tree,perennial,"evergreen, deciduous, single stem",grown on small scale
1191,"materials, ornamentals/turf",erect,herb,annual,"single stem, C3 photosynthesis",grown on large scale
1205,"fruits & nuts, materials, medicinals & aromatic, forest/wood",erect,tree,perennial,"evergreen, single stem",
1263,"materials, medicinals & aromatic, forest/wood",erect,tree,perennial,"deciduous, single stem",
1297,"materials, medicinals & aromatic, environmental",erect,"shrub, tree",perennial,"single stem, multi stem",grown on small scale
1334,"materials, ornamentals/turf, medicinals & aromatic, forest/wood",erect,"shrub, tree",perennial,"single stem, multi stem",grown on small scale
1430,"materials, ornamentals/turf, forest/wood, environmental, weed",erect,tree,perennial,single stem,
1431,"materials, ornamentals/turf, medicinals & aromatic, forest/wood, environmental, weed",erect,tree,perennial,single stem,
1433,"ornamentals/turf, medicinals & aromatic, forest/wood, environmental, weed",erect,"shrub, tree",perennial,"single stem, multi stem",grown on small scale
1524,"forage/pasture, medicinals & aromatic, forest/wood, environmental",erect,tree,perennial,"evergreen, single stem",
1531,"ornamentals/turf, medicinals & aromatic",erect,shrub,perennial,,grown on small scale
1710,medicinals & aromatic,climber/scrambler/scadent,vine,perennial,"evergreen, multi stem",grown on small scale
1713,medicinals & aromatic,erect,shrub,perennial,multi stem,grown on small scale
1732,medicinals & aromatic,"erect, acaulescent (or rosette plants)",herb,perennial,,"grown on small scale, harvested from wild"
1733,medicinals & aromatic,"erect, acaulescent (or rosette plants)",herb,perennial,,grown on small scale
1781,,,,,,
1848,"materials, medicinals & aromatic, forest/wood",erect,"shrub, tree",perennial,"single stem, multi stem",
1849,"forest/wood, environmental",erect,tree,perennial,"evergreen, single stem, C3 photosynthesis","grown on small scale, harvested from wild"
2023,"materials, medicinals & aromatic, forest/wood, environmental",erect,tree,perennial,"evergreen, semi evergreen, deciduous, single stem",
2052,"ornamentals/turf, medicinals & aromatic, forest/wood",erect,"shrub, tree",perennial,"single stem, multi stem",
2054,"ornamentals/turf, medicinals & aromatic, forest/wood, environmental",erect,tree,perennial,"deciduous, single stem",grown on large scale
2059,"materials, ornamentals/turf, cover crop, environmental",erect,"herb, sub-shrub",perennial,multi stem,grown on small scale
2078,"ornamentals/turf, medicinals & aromatic",erect,tree,perennial,,grown on small scale
2087,medicinals & aromatic,erect,shrub,perennial,,harvested from wild
2368,"materials, medicinals & aromatic",erect,"herb, sub-shrub","annual, perennial",,"grown on large scale, grown on small scale"
2412,medicinals & aromatic,erect,sub-shrub,perennial,,grown on large scale
2526,"forage/pasture, materials, medicinals & aromatic, cover crop, environmental, weed","erect, prostrate/procumbent/semi-erect",herb,"annual, biennial",multi stem,grown on small scale
2550,"medicinals & aromatic, forest/wood",erect,tree,perennial,"evergreen, single stem",grown on large scale
2582,"forage/pasture, materials, medicinals & aromatic, forest/wood, environmental","erect, climber/scrambler/scadent","vine, shrub",perennial,multi stem,harvested from wild
2593,"forage/pasture, medicinals & aromatic, forest/wood",erect,tree,perennial,"deciduous, single stem","grown on small scale, harvested from wild"
2639,"forage/pasture, materials, medicinals & aromatic, environmental","erect, prostrate/procumbent/semi-erect","shrub, tree",perennial,"single stem, multi stem",harvested from wild
2667,forage/pasture,erect,tree,perennial,single stem,"grown on large scale, grown on small scale, harvested from wild"
2737,"ornamentals/turf, medicinals & aromatic",erect,herb,perennial,,grown on small scale
2744,"medicinals & aromatic, forest/wood",erect,"shrub, tree",perennial,"deciduous, single stem, multi stem","grown on small scale, harvested from wild"
2761,medicinals & aromatic,erect,herb,,,harvested from wild
2763,medicinals & aromatic,erect,herb,perennial,,
2777,"ornamentals/turf, medicinals & aromatic",erect,herb,perennial,multi stem,"grown on small scale, harvested from wild"
2823,medicinals & aromatic,prostrate/procumbent/semi-erect,herb,perennial,,"grown on small scale, harvested from wild"
2829,medicinals & aromatic,erect,herb,perennial,"deciduous, multi stem",grown on small scale
2877,"forage/pasture, materials, medicinals & aromatic, forest/wood, environmental",erect,tree,perennial,"deciduous, single stem",harvested from wild
2914,medicinals & aromatic,erect,herb,perennial,,harvested from wild
2943,"ornamentals/turf, medicinals & aromatic",erect,tree,perennial,"deciduous, single stem",grown on small scale
2944,"forage/pasture, medicinals & aromatic, forest/wood",erect,tree,perennial,"deciduous, single stem",
3021,"materials, medicinals & aromatic, forest/wood",erect,tree,perennial,,harvested from wild
3031,"ornamentals/turf, medicinals & aromatic, environmental",erect,"shrub, tree",perennial,"single stem, multi stem",
3032,"ornamentals/turf, medicinals & aromatic",acaulescent (or rosette plants),herb,perennial,"evergreen, single stem",grown on small scale
3039,medicinals & aromatic,erect,herb,perennial,evergreen,
3066,medicinals & aromatic,erect,herb,perennial,,
3187,medicinals & aromatic,prostrate/procumbent/semi-erect,herb,annual,,grown on small scale
3217,medicinals & aromatic,prostrate/procumbent/semi-erect,herb,perennial,,harvested from wild
3254,"ornamentals/turf, medicinals & aromatic",erect,herb,perennial,multi stem,grown on large scale
3259,"medicinals & aromatic, forest/wood",erect,tree,perennial,single stem,
3260,medicinals & aromatic,erect,tree,perennial,single stem,
3265,,,herb,annual,,
3270,medicinals & aromatic,erect,herb,perennial,,harvested from wild
3302,"materials, medicinals & aromatic, forest/wood",erect,tree,perennial,,"grown on small scale, harvested from wild"
3304,"ornamentals/turf, medicinals & aromatic",erect,herb,perennial,"deciduous, multi stem","grown on small scale, harvested from wild"
3385,medicinals & aromatic,"erect, acaulescent (or rosette plants)",herb,perennial,single stem,harvested from wild
3391,medicinals & aromatic,erect,herb,perennial,multi stem,
3392,"medicinals & aromatic, environmental",erect,herb,"annual, biennial",multi stem,grown on small scale
3466,"ornamentals/turf, medicinals & aromatic",erect,herb,perennial,multi stem,grown on small scale
3487,medicinals & aromatic,erect,herb,perennial,,harvested from wild
3504,materials,erect,shrub,perennial,multi stem,
3558,medicinals & aromatic,erect,herb,perennial,,grown on small scale
3581,"forage/pasture, materials, medicinals & aromatic",erect,tree,perennial,"evergreen, single stem",grown on large scale
3635,"materials, ornamentals/turf, medicinals & aromatic, forest/wood, environmental",erect,"shrub, tree",perennial,"single stem, multi stem",
3670,"materials, ornamentals/turf, medicinals & aromatic",erect,"shrub, tree",perennial,multi stem,grown on small scale
3742,medicinals & aromatic,erect,shrub,perennial,,"grown on small scale, harvested from wild"
3750,medicinals & aromatic,erect,herb,perennial,single stem,grown on small scale
3783,"forage/pasture, materials, ornamentals/turf, medicinals & aromatic, forest/wood, environmental",erect,tree,perennial,"deciduous, single stem",
3837,"forage/pasture, materials, ornamentals/turf, medicinals & aromatic, environmental",erect,tree,perennial,"evergreen, deciduous, single stem",
3986,"forage/pasture, materials, ornamentals/turf, medicinals & aromatic, environmental",erect,tree,perennial,"deciduous, single stem",grown on small scale
4004,"materials, medicinals & aromatic, forest/wood, environmental",erect,"shrub, tree",perennial,"single stem, multi stem",
4023,materials,erect,grass,perennial,"evergreen, multi stem",
4033,"medicinals & aromatic, forest/wood",climber/scrambler/scadent,"vine, shrub",perennial,"evergreen, multi stem",
4074,"forage/pasture, medicinals & aromatic, forest/wood, environmental",erect,tree,perennial,evergreen,
4076,forest/wood,erect,tree,perennial,"evergreen, single stem",
4079,"forage/pasture, materials, medicinals & aromatic, forest/wood, environmental, weed",erect,"shrub, tree",perennial,"single stem, multi stem",
4127,materials,erect,herb,annual,single stem,grown on large scale
4164,medicinals & aromatic,erect,herb,"annual, biennial",,harvested from wild
4198,"ornamentals/turf, medicinals & aromatic, forest/wood",erect,tree,perennial,"deciduous, single stem","grown on small scale, harvested from wild"
4238,"ornamentals/turf, medicinals & aromatic, forest/wood",erect,tree,perennial,,grown on large scale
4280,medicinals & aromatic,erect,shrub,perennial,,"grown on large scale, grown on small scale"
4349,,erect,tree,perennial,,
4400,"vegetables, medicinals & aromatic",erect,herb,perennial,,harvested from wild
4434,forest/wood,erect,tree,perennial,"evergreen, single stem",
4479,medicinals & aromatic,erect,herb,"biennial, perennial",,"grown on small scale, harvested from wild"
4480,medicinals & aromatic,erect,herb,perennial,,harvested from wild
4510,"medicinals & aromatic, forest/wood",erect,tree,perennial,"deciduous, single stem",
4548,"materials, medicinals & aromatic, forest/wood",erect,tree,perennial,"evergreen, deciduous, single stem",
4563,"medicinals & aromatic, environmental",erect,"shrub, tree",perennial,"evergreen, single stem, multi stem",
4565,"materials, medicinals & aromatic, environmental",erect,tree,perennial,"evergreen, single stem",
4676,"ornamentals/turf, medicinals & aromatic",climber/scrambler/scadent,sub-shrub,perennial,,"grown on small scale, harvested from wild"
4730,"materials, medicinals & aromatic",erect,tree,perennial,"deciduous, single stem",
4759,"materials, ornamentals/turf, medicinals & aromatic",erect,herb,perennial,,"grown on small scale, harvested from wild"
4780,"forage/pasture, medicinals & aromatic","erect, climber/scrambler/scadent",shrub,perennial,single stem,
4782,"medicinals & aromatic, forest/wood, environmental","erect, prostrate/procumbent/semi-erect","shrub, tree",perennial,"single stem, multi stem",
4815,medicinals & aromatic,erect,herb,biennial,,harvested from wild
4816,"materials, medicinals & aromatic, forest/wood",erect,"shrub, tree",perennial,"evergreen, single stem, multi stem",
4824,"materials, ornamentals/turf, medicinals & aromatic",erect,herb,perennial,,"grown on large scale, grown on small scale"
4825,medicinals & aromatic,climber/scrambler/scadent,herb,perennial,,harvested from wild
5050,"medicinals & aromatic, forest/wood",erect,tree,perennial,,grown on small scale
5071,medicinals & aromatic,"prostrate/procumbent/semi-erect, climber/scrambler/scadent",other,annual,,harvested from wild
5147,medicinals & aromatic,erect,herb,biennial,,harvested from wild
5199,"ornamentals/turf, medicinals & aromatic",erect,shrub,perennial,,grown on small scale
5250,"forage/pasture, materials, ornamentals/turf, forest/wood, weed",erect,tree,perennial,"evergreen, deciduous, single stem",grown on small scale
5320,medicinals & aromatic,erect,herb,biennial,,grown on small scale
5321,medicinals & aromatic,erect,herb,perennial,,harvested from wild
5322,"ornamentals/turf, medicinals & aromatic",erect,herb,biennial,,"grown on small scale, harvested from wild"
5374,roots/tubers,climber/scrambler/scadent,vine,perennial,multi stem,grown on small scale
5498,"materials, medicinals & aromatic, forest/wood",erect,tree,perennial,"evergreen, single stem",
5499,"materials, medicinals & aromatic, forest/wood",erect,tree,perennial,single stem,
5500,forest/wood,erect,tree,perennial,single stem,
5502,forest/wood,erect,tree,perennial,single stem,
5523,"forage/pasture, medicinals & aromatic, forest/wood, environmental, weed",erect,"shrub, tree",perennial,"evergreen, single stem, multi stem",
5554,medicinals & aromatic,erect,herb,perennial,,harvested from wild
5571,"medicinals & aromatic, weed",erect,tree,perennial,single stem,
5591,medicinals & aromatic,prostrate/procumbent/semi-erect,herb,annual,,grown on small scale
5701,"forage/pasture, ornamentals/turf, medicinals & aromatic, forest/wood, environmental",erect,tree,perennial,"deciduous, single stem",
