MATCH (a:crop_alias {name: 'bai dao dou'})-[:is_alias_of]->(c:crop) MATCH (c)-[:has]->(description:description) RETURN  a.name, c.name, description.life_form;
MATCH (a:crop_alias {name: 'huilboom'})-[:is_alias_of]->(c:crop) MATCH (c)-[:has]->(description:description) RETURN  a.name, c.name, description.life_form;
MATCH (a:crop_alias {name: 'huilbos'})-[:is_alias_of]->(c:crop) MATCH (c)-[:has]->(description:description) RETURN  a.name, c.name, description.life_form;
MATCH (a:crop_alias {name: 'isiKhabamkhombe'})-[:is_alias_of]->(c:crop) MATCH (c)-[:has]->(description:description) RETURN  a.name, c.name, description.life_form;
MATCH (a:crop_alias {name: 'mosetlha'})-[:is_alias_of]->(c:crop) MATCH (c)-[:has]->(description:description) RETURN  a.name, c.name, description.life_form;
MATCH (a:crop_alias {name: 'umThobo'})-[:is_alias_of]->(c:crop) MATCH (c)-[:has]->(description:description) RETURN  a.name, c.name, description.life_form;
MATCH (a:crop_alias {name: 'African weeping-wattle'})-[:is_alias_of]->(c:crop) MATCH (c)-[:has]->(description:description) RETURN  a.name, c.name, description.life_form;
MATCH (a:crop_alias {name: 'Rhodesian wattle'})-[:is_alias_of]->(c:crop) MATCH (c)-[:has]->(description:description) RETURN  a.name, c.name, description.life_form;
MATCH (a:crop_alias {name: 'rooikiaat'})-[:is_alias_of]->(c:crop) MATCH (c)-[:has]->(description:description) RETURN  a.name, c.name, description.life_form;
MATCH (a:crop_alias {name: 'mosehla'})-[:is_alias_of]->(c:crop) MATCH (c)-[:has]->(description:description) RETURN  a.name, c.name, description.life_form;
MATCH (a:crop_alias {name: 'mosese'})-[:is_alias_of]->(c:crop) MATCH (c)-[:has]->(description:description) RETURN  a.name, c.name, description.life_form;
MATCH (a:crop_alias {name: 'ndzedze'})-[:is_alias_of]->(c:crop) MATCH (c)-[:has]->(description:description) RETURN  a.name, c.name, description.life_form;
MATCH (a:crop_alias {name: 'musese'})-[:is_alias_of]->(c:crop) MATCH (c)-[:has]->(description:description) RETURN  a.name, c.name, description.life_form;
MATCH (a:crop_alias {name: 'umsehle'})-[:is_alias_of]->(c:crop) MATCH (c)-[:has]->(description:description) RETURN  a.name, c.name, description.life_form;
MATCH (a:crop_alias {name: 'dopperkiaat'})-[:is_alias_of]->(c:crop) MATCH (c)-[:has]->(description:description) RETURN  a.name, c.name, description.life_form;
MATCH (a:crop_alias {name: 'rain bush'})-[:is_alias_of]->(c:crop) MATCH (c)-[:has]->(description:description) RETURN  a.name, c.name, description.life_form;
MATCH (a:crop_alias {name: 'nhlanhlanhu'})-[:is_alias_of]->(c:crop) MATCH (c)-[:has]->(description:description) RETURN  a.name, c.name, description.life_form;
MATCH (a:crop_alias {name: 'motlepe'})-[:is_alias_of]->(c:crop) MATCH (c)-[:has]->(description:description) RETURN  a.name, c.name, description.life_form;
MATCH (a:crop_alias {name: 'omuparara'})-[:is_alias_of]->(c:crop) MATCH (c)-[:has]->(description:description) RETURN  a.name, c.name, description.life_form;
MATCH (a:crop_alias {name: 'African false wattle'})-[:is_alias_of]->(c:crop) MATCH (c)-[:has]->(description:description) RETURN  a.name, c.name, description.life_form;
MATCH (a:crop_alias {name: 'butter bur'})-[:is_alias_of]->(c:crop) MATCH (c)-[:has]->(description:description) RETURN  a.name, c.name, description.life_form;
MATCH (a:crop_alias {name: 'echte Pestwurz'})-[:is_alias_of]->(c:crop) MATCH (c)-[:has]->(description:description) RETURN  a.name, c.name, description.life_form;
MATCH (a:crop_alias {name: 'Petasitidis folium'})-[:is_alias_of]->(c:crop) MATCH (c)-[:has]->(description:description) RETURN  a.name, c.name, description.life_form;
MATCH (a:crop_alias {name: 'Petasiditisradix'})-[:is_alias_of]->(c:crop) MATCH (c)-[:has]->(description:description) RETURN  a.name, c.name, description.life_form;
MATCH (a:crop_alias {name: 'pestskrå'})-[:is_alias_of]->(c:crop) MATCH (c)-[:has]->(description:description) RETURN  a.name, c.name, description.life_form;
MATCH (a:crop_alias {name: 'pestilensrot'})-[:is_alias_of]->(c:crop) MATCH (c)-[:has]->(description:description) RETURN  a.name, c.name, description.life_form;
MATCH (a:crop_alias {name: 'pestrot'})-[:is_alias_of]->(c:crop) MATCH (c)-[:has]->(description:description) RETURN  a.name, c.name, description.life_form;
MATCH (a:crop_alias {name: 'skrå'})-[:is_alias_of]->(c:crop) MATCH (c)-[:has]->(description:description) RETURN  a.name, c.name, description.life_form;
MATCH (a:crop_alias {name: 'Rote Pestwurz'})-[:is_alias_of]->(c:crop) MATCH (c)-[:has]->(description:description) RETURN  a.name, c.name, description.life_form;
MATCH (a:crop_alias {name: 'Hjartabla&eth;ka (Iceland?)'})-[:is_alias_of]->(c:crop) MATCH (c)-[:has]->(description:description) RETURN  a.name, c.name, description.life_form;
MATCH (a:crop_alias {name: 'Etel&auml;nruttojuuri (Finish)'})-[:is_alias_of]->(c:crop) MATCH (c)-[:has]->(description:description) RETURN  a.name, c.name, description.life_form;
MATCH (a:crop_alias {name: 'R&oslash;d Hestehov (Danish)'})-[:is_alias_of]->(c:crop) MATCH (c)-[:has]->(description:description) RETURN  a.name, c.name, description.life_form;
MATCH (a:crop_alias {name: 'Tordenskr&aelig;ppe (Danish)'})-[:is_alias_of]->(c:crop) MATCH (c)-[:has]->(description:description) RETURN  a.name, c.name, description.life_form;
MATCH (a:crop_alias {name: 'L&aelig;kjepestro (Norwegian)'})-[:is_alias_of]->(c:crop) MATCH (c)-[:has]->(description:description) RETURN  a.name, c.name, description.life_form;
MATCH (a:crop_alias {name: 'eastern cottonwood'})-[:is_alias_of]->(c:crop) MATCH (c)-[:has]->(description:description) RETURN  a.name, c.name, description.life_form;
MATCH (a:crop_alias {name: 'cottonwood'})-[:is_alias_of]->(c:crop) MATCH (c)-[:has]->(description:description) RETURN  a.name, c.name, description.life_form;
MATCH (a:crop_alias {name: 'eastern poplar'})-[:is_alias_of]->(c:crop) MATCH (c)-[:has]->(description:description) RETURN  a.name, c.name, description.life_form;
MATCH (a:crop_alias {name: 'yellow cottonwood'})-[:is_alias_of]->(c:crop) MATCH (c)-[:has]->(description:description) RETURN  a.name, c.name, description.life_form;
MATCH (a:crop_alias {name: 'water poplar'})-[:is_alias_of]->(c:crop) MATCH (c)-[:has]->(description:description) RETURN  a.name, c.name, description.life_form;
MATCH (a:crop_alias {name: 'necklace poplar'})-[:is_alias_of]->(c:crop) MATCH (c)-[:has]->(description:description) RETURN  a.name, c.name, description.life_form;
MATCH (a:crop_alias {name: 'peuplier d'Amerique'})-[:is_alias_of]->(c:crop) MATCH (c)-[:has]->(description:description) RETURN  a.name, c.name, description.life_form;
MATCH (a:crop_alias {name: 'choupo da America'})-[:is_alias_of]->(c:crop) MATCH (c)-[:has]->(description:description) RETURN  a.name, c.name, description.life_form;
MATCH (a:crop_alias {name: 'common tormentil'})-[:is_alias_of]->(c:crop) MATCH (c)-[:has]->(description:description) RETURN  a.name, c.name, description.life_form;
MATCH (a:crop_alias {name: 'white willow'})-[:is_alias_of]->(c:crop) MATCH (c)-[:has]->(description:description) RETURN  a.name, c.name, description.life_form;
MATCH (a:crop_alias {name: 'swallow-tailed willow'})-[:is_alias_of]->(c:crop) MATCH (c)-[:has]->(description:description) RETURN  a.name, c.name, description.life_form;
MATCH (a:crop_alias {name: 'Huntington willow'})-[:is_alias_of]->(c:crop) MATCH (c)-[:has]->(description:description) RETURN  a.name, c.name, description.life_form;
MATCH (a:crop_alias {name: 'saule blanc'})-[:is_alias_of]->(c:crop) MATCH (c)-[:has]->(description:description) RETURN  a.name, c.name, description.life_form;
MATCH (a:crop_alias {name: 'Weide'})-[:is_alias_of]->(c:crop) MATCH (c)-[:has]->(description:description) RETURN  a.name, c.name, description.life_form;
MATCH (a:crop_alias {name: 'salgueiro branco'})-[:is_alias_of]->(c:crop) MATCH (c)-[:has]->(description:description) RETURN  a.name, c.name, description.life_form;
MATCH (a:crop_alias {name: 'borrazeira branca'})-[:is_alias_of]->(c:crop) MATCH (c)-[:has]->(description:description) RETURN  a.name, c.name, description.life_form;
MATCH (a:crop_alias {name: 'sinceiro'})-[:is_alias_of]->(c:crop) MATCH (c)-[:has]->(description:description) RETURN  a.name, c.name, description.life_form;
MATCH (a:crop_alias {name: 'Salicis cortex'})-[:is_alias_of]->(c:crop) MATCH (c)-[:has]->(description:description) RETURN  a.name, c.name, description.life_form;
MATCH (a:crop_alias {name: 'Salicis folium'})-[:is_alias_of]->(c:crop) MATCH (c)-[:has]->(description:description) RETURN  a.name, c.name, description.life_form;
MATCH (a:crop_alias {name: 'biting stonecrop'})-[:is_alias_of]->(c:crop) MATCH (c)-[:has]->(description:description) RETURN  a.name, c.name, description.life_form;
MATCH (a:crop_alias {name: 'mossy stonecrop'})-[:is_alias_of]->(c:crop) MATCH (c)-[:has]->(description:description) RETURN  a.name, c.name, description.life_form;
MATCH (a:crop_alias {name: 'golden carpet'})-[:is_alias_of]->(c:crop) MATCH (c)-[:has]->(description:description) RETURN  a.name, c.name, description.life_form;
MATCH (a:crop_alias {name: 'goldmoss stonecrop'})-[:is_alias_of]->(c:crop) MATCH (c)-[:has]->(description:description) RETURN  a.name, c.name, description.life_form;
MATCH (a:crop_alias {name: 'bird's-bread'})-[:is_alias_of]->(c:crop) MATCH (c)-[:has]->(description:description) RETURN  a.name, c.name, description.life_form;
MATCH (a:crop_alias {name: 'love-entangle'})-[:is_alias_of]->(c:crop) MATCH (c)-[:has]->(description:description) RETURN  a.name, c.name, description.life_form;
MATCH (a:crop_alias {name: 'wall grass'})-[:is_alias_of]->(c:crop) MATCH (c)-[:has]->(description:description) RETURN  a.name, c.name, description.life_form;
MATCH (a:crop_alias {name: 'pao de passaros'})-[:is_alias_of]->(c:crop) MATCH (c)-[:has]->(description:description) RETURN  a.name, c.name, description.life_form;
MATCH (a:crop_alias {name: 'pimenta das paredes'})-[:is_alias_of]->(c:crop) MATCH (c)-[:has]->(description:description) RETURN  a.name, c.name, description.life_form;
MATCH (a:crop_alias {name: 'saiao-acre'})-[:is_alias_of]->(c:crop) MATCH (c)-[:has]->(description:description) RETURN  a.name, c.name, description.life_form;
MATCH (a:crop_alias {name: 'golden rod'})-[:is_alias_of]->(c:crop) MATCH (c)-[:has]->(description:description) RETURN  a.name, c.name, description.life_form;
MATCH (a:crop_alias {name: 'European goldenrod'})-[:is_alias_of]->(c:crop) MATCH (c)-[:has]->(description:description) RETURN  a.name, c.name, description.life_form;
MATCH (a:crop_alias {name: 'Solidago'})-[:is_alias_of]->(c:crop) MATCH (c)-[:has]->(description:description) RETURN  a.name, c.name, description.life_form;
MATCH (a:crop_alias {name: 'vergadoro'})-[:is_alias_of]->(c:crop) MATCH (c)-[:has]->(description:description) RETURN  a.name, c.name, description.life_form;
MATCH (a:crop_alias {name: 'gullris'})-[:is_alias_of]->(c:crop) MATCH (c)-[:has]->(description:description) RETURN  a.name, c.name, description.life_form;
MATCH (a:crop_alias {name: 'almindelig gyldenris'})-[:is_alias_of]->(c:crop) MATCH (c)-[:has]->(description:description) RETURN  a.name, c.name, description.life_form;
MATCH (a:crop_alias {name: 'kultapiisku'})-[:is_alias_of]->(c:crop) MATCH (c)-[:has]->(description:description) RETURN  a.name, c.name, description.life_form;
MATCH (a:crop_alias {name: 'gewöhnliche Goldrute'})-[:is_alias_of]->(c:crop) MATCH (c)-[:has]->(description:description) RETURN  a.name, c.name, description.life_form;
MATCH (a:crop_alias {name: 'vara-de-ouro'})-[:is_alias_of]->(c:crop) MATCH (c)-[:has]->(description:description) RETURN  a.name, c.name, description.life_form;
MATCH (a:crop_alias {name: 'vara de oro'})-[:is_alias_of]->(c:crop) MATCH (c)-[:has]->(description:description) RETURN  a.name, c.name, description.life_form;
MATCH (a:crop_alias {name: 'Solidaginis herba'})-[:is_alias_of]->(c:crop) MATCH (c)-[:has]->(description:description) RETURN  a.name, c.name, description.life_form;
MATCH (a:crop_alias {name: 'Virgae aureae herba'})-[:is_alias_of]->(c:crop) MATCH (c)-[:has]->(description:description) RETURN  a.name, c.name, description.life_form;
MATCH (a:crop_alias {name: 'baldcypress'})-[:is_alias_of]->(c:crop) MATCH (c)-[:has]->(description:description) RETURN  a.name, c.name, description.life_form;
MATCH (a:crop_alias {name: 'valerian'})-[:is_alias_of]->(c:crop) MATCH (c)-[:has]->(description:description) RETURN  a.name, c.name, description.life_form;
MATCH (a:crop_alias {name: 'garden heliotrope'})-[:is_alias_of]->(c:crop) MATCH (c)-[:has]->(description:description) RETURN  a.name, c.name, description.life_form;
MATCH (a:crop_alias {name: 'allheal'})-[:is_alias_of]->(c:crop) MATCH (c)-[:has]->(description:description) RETURN  a.name, c.name, description.life_form;
MATCH (a:crop_alias {name: 'cherry pie'})-[:is_alias_of]->(c:crop) MATCH (c)-[:has]->(description:description) RETURN  a.name, c.name, description.life_form;
MATCH (a:crop_alias {name: 'valeriana'})-[:is_alias_of]->(c:crop) MATCH (c)-[:has]->(description:description) RETURN  a.name, c.name, description.life_form;
MATCH (a:crop_alias {name: 'læge baldrian'})-[:is_alias_of]->(c:crop) MATCH (c)-[:has]->(description:description) RETURN  a.name, c.name, description.life_form;
MATCH (a:crop_alias {name: 'erva dos gatos'})-[:is_alias_of]->(c:crop) MATCH (c)-[:has]->(description:description) RETURN  a.name, c.name, description.life_form;
MATCH (a:crop_alias {name: 'Baldrian'})-[:is_alias_of]->(c:crop) MATCH (c)-[:has]->(description:description) RETURN  a.name, c.name, description.life_form;
MATCH (a:crop_alias {name: 'Valerianae rhizoma et radix'})-[:is_alias_of]->(c:crop) MATCH (c)-[:has]->(description:description) RETURN  a.name, c.name, description.life_form;
MATCH (a:crop_alias {name: 'Aaron's rod'})-[:is_alias_of]->(c:crop) MATCH (c)-[:has]->(description:description) RETURN  a.name, c.name, description.life_form;
MATCH (a:crop_alias {name: 'mullein'})-[:is_alias_of]->(c:crop) MATCH (c)-[:has]->(description:description) RETURN  a.name, c.name, description.life_form;
MATCH (a:crop_alias {name: 'common mullein'})-[:is_alias_of]->(c:crop) MATCH (c)-[:has]->(description:description) RETURN  a.name, c.name, description.life_form;
MATCH (a:crop_alias {name: 'great mullein'})-[:is_alias_of]->(c:crop) MATCH (c)-[:has]->(description:description) RETURN  a.name, c.name, description.life_form;
MATCH (a:crop_alias {name: 'velvet dock'})-[:is_alias_of]->(c:crop) MATCH (c)-[:has]->(description:description) RETURN  a.name, c.name, description.life_form;
MATCH (a:crop_alias {name: 'bullock's lungwort'})-[:is_alias_of]->(c:crop) MATCH (c)-[:has]->(description:description) RETURN  a.name, c.name, description.life_form;
MATCH (a:crop_alias {name: 'flannel plant'})-[:is_alias_of]->(c:crop) MATCH (c)-[:has]->(description:description) RETURN  a.name, c.name, description.life_form;
MATCH (a:crop_alias {name: 'flannel leaf'})-[:is_alias_of]->(c:crop) MATCH (c)-[:has]->(description:description) RETURN  a.name, c.name, description.life_form;
MATCH (a:crop_alias {name: 'candlewick'})-[:is_alias_of]->(c:crop) MATCH (c)-[:has]->(description:description) RETURN  a.name, c.name, description.life_form;
MATCH (a:crop_alias {name: 'feltwort'})-[:is_alias_of]->(c:crop) MATCH (c)-[:has]->(description:description) RETURN  a.name, c.name, description.life_form;
MATCH (a:crop_alias {name: 'harebread'})-[:is_alias_of]->(c:crop) MATCH (c)-[:has]->(description:description) RETURN  a.name, c.name, description.life_form;
MATCH (a:crop_alias {name: 'adam's flannel'})-[:is_alias_of]->(c:crop) MATCH (c)-[:has]->(description:description) RETURN  a.name, c.name, description.life_form;
MATCH (a:crop_alias {name: 'velvet plant'})-[:is_alias_of]->(c:crop) MATCH (c)-[:has]->(description:description) RETURN  a.name, c.name, description.life_form;
MATCH (a:crop_alias {name: 'shepherd's club'})-[:is_alias_of]->(c:crop) MATCH (c)-[:has]->(description:description) RETURN  a.name, c.name, description.life_form;
MATCH (a:crop_alias {name: 'hag's taper'})-[:is_alias_of]->(c:crop) MATCH (c)-[:has]->(description:description) RETURN  a.name, c.name, description.life_form;
MATCH (a:crop_alias {name: 'filtet kongelys'})-[:is_alias_of]->(c:crop) MATCH (c)-[:has]->(description:description) RETURN  a.name, c.name, description.life_form;
MATCH (a:crop_alias {name: 'verbasco vulgar'})-[:is_alias_of]->(c:crop) MATCH (c)-[:has]->(description:description) RETURN  a.name, c.name, description.life_form;
MATCH (a:crop_alias {name: 'ulin ironwood'})-[:is_alias_of]->(c:crop) MATCH (c)-[:has]->(description:description) RETURN  a.name, c.name, description.life_form;
MATCH (a:crop_alias {name: 'african potato'})-[:is_alias_of]->(c:crop) MATCH (c)-[:has]->(description:description) RETURN  a.name, c.name, description.life_form;
MATCH (a:crop_alias {name: 'star-flower'})-[:is_alias_of]->(c:crop) MATCH (c)-[:has]->(description:description) RETURN  a.name, c.name, description.life_form;
MATCH (a:crop_alias {name: 'sterblom'})-[:is_alias_of]->(c:crop) MATCH (c)-[:has]->(description:description) RETURN  a.name, c.name, description.life_form;
MATCH (a:crop_alias {name: 'gifbol'})-[:is_alias_of]->(c:crop) MATCH (c)-[:has]->(description:description) RETURN  a.name, c.name, description.life_form;
MATCH (a:crop_alias {name: 'lotsane'})-[:is_alias_of]->(c:crop) MATCH (c)-[:has]->(description:description) RETURN  a.name, c.name, description.life_form;
MATCH (a:crop_alias {name: 'molikharatsa'})-[:is_alias_of]->(c:crop) MATCH (c)-[:has]->(description:description) RETURN  a.name, c.name, description.life_form;
MATCH (a:crop_alias {name: 'inkomfe'})-[:is_alias_of]->(c:crop) MATCH (c)-[:has]->(description:description) RETURN  a.name, c.name, description.life_form;
MATCH (a:crop_alias {name: 'white bryony'})-[:is_alias_of]->(c:crop) MATCH (c)-[:has]->(description:description) RETURN  a.name, c.name, description.life_form;
MATCH (a:crop_alias {name: 'raudgallbær'})-[:is_alias_of]->(c:crop) MATCH (c)-[:has]->(description:description) RETURN  a.name, c.name, description.life_form;
MATCH (a:crop_alias {name: 'tvebo galdebær'})-[:is_alias_of]->(c:crop) MATCH (c)-[:has]->(description:description) RETURN  a.name, c.name, description.life_form;
MATCH (a:crop_alias {name: 'punakoiranköynnös'})-[:is_alias_of]->(c:crop) MATCH (c)-[:has]->(description:description) RETURN  a.name, c.name, description.life_form;
MATCH (a:crop_alias {name: 'zweihäusige zaunrübe'})-[:is_alias_of]->(c:crop) MATCH (c)-[:has]->(description:description) RETURN  a.name, c.name, description.life_form;
MATCH (a:crop_alias {name: 'röd hundrova'})-[:is_alias_of]->(c:crop) MATCH (c)-[:has]->(description:description) RETURN  a.name, c.name, description.life_form;
MATCH (a:crop_alias {name: 'Canadian fleabane'})-[:is_alias_of]->(c:crop) MATCH (c)-[:has]->(description:description) RETURN  a.name, c.name, description.life_form;
MATCH (a:crop_alias {name: 'Kanadisches berufkraut'})-[:is_alias_of]->(c:crop) MATCH (c)-[:has]->(description:description) RETURN  a.name, c.name, description.life_form;
MATCH (a:crop_alias {name: 'Kanadabinka'})-[:is_alias_of]->(c:crop) MATCH (c)-[:has]->(description:description) RETURN  a.name, c.name, description.life_form;
MATCH (a:crop_alias {name: 'hestehamp'})-[:is_alias_of]->(c:crop) MATCH (c)-[:has]->(description:description) RETURN  a.name, c.name, description.life_form;
MATCH (a:crop_alias {name: 'Kanadisk bakkestjerne'})-[:is_alias_of]->(c:crop) MATCH (c)-[:has]->(description:description) RETURN  a.name, c.name, description.life_form;
MATCH (a:crop_alias {name: 'Kanadankoiransilmä'})-[:is_alias_of]->(c:crop) MATCH (c)-[:has]->(description:description) RETURN  a.name, c.name, description.life_form;
MATCH (a:crop_alias {name: 'bella umbra'})-[:is_alias_of]->(c:crop) MATCH (c)-[:has]->(description:description) RETURN  a.name, c.name, description.life_form;
MATCH (a:crop_alias {name: 'belhambra'})-[:is_alias_of]->(c:crop) MATCH (c)-[:has]->(description:description) RETURN  a.name, c.name, description.life_form;
MATCH (a:crop_alias {name: 'belombra'})-[:is_alias_of]->(c:crop) MATCH (c)-[:has]->(description:description) RETURN  a.name, c.name, description.life_form;
MATCH (a:crop_alias {name: 'bella sombra'})-[:is_alias_of]->(c:crop) MATCH (c)-[:has]->(description:description) RETURN  a.name, c.name, description.life_form;
MATCH (a:crop_alias {name: 'monkey grape'})-[:is_alias_of]->(c:crop) MATCH (c)-[:has]->(description:description) RETURN  a.name, c.name, description.life_form;
MATCH (a:crop_alias {name: 'ombu'})-[:is_alias_of]->(c:crop) MATCH (c)-[:has]->(description:description) RETURN  a.name, c.name, description.life_form;
MATCH (a:crop_alias {name: 'umbra'})-[:is_alias_of]->(c:crop) MATCH (c)-[:has]->(description:description) RETURN  a.name, c.name, description.life_form;
MATCH (a:crop_alias {name: 'dikboom'})-[:is_alias_of]->(c:crop) MATCH (c)-[:has]->(description:description) RETURN  a.name, c.name, description.life_form;
MATCH (a:crop_alias {name: 'bela sombra'})-[:is_alias_of]->(c:crop) MATCH (c)-[:has]->(description:description) RETURN  a.name, c.name, description.life_form;
MATCH (a:crop_alias {name: 'common club moss'})-[:is_alias_of]->(c:crop) MATCH (c)-[:has]->(description:description) RETURN  a.name, c.name, description.life_form;
MATCH (a:crop_alias {name: 'driedoring'})-[:is_alias_of]->(c:crop) MATCH (c)-[:has]->(description:description) RETURN  a.name, c.name, description.life_form;
MATCH (a:crop_alias {name: 'threethorn rhigozum'})-[:is_alias_of]->(c:crop) MATCH (c)-[:has]->(description:description) RETURN  a.name, c.name, description.life_form;
MATCH (a:crop_alias {name: 'three-thorn'})-[:is_alias_of]->(c:crop) MATCH (c)-[:has]->(description:description) RETURN  a.name, c.name, description.life_form;
MATCH (a:crop_alias {name: 'Kalahari soap bush'})-[:is_alias_of]->(c:crop) MATCH (c)-[:has]->(description:description) RETURN  a.name, c.name, description.life_form;
MATCH (a:crop_alias {name: 'mokuburwane'})-[:is_alias_of]->(c:crop) MATCH (c)-[:has]->(description:description) RETURN  a.name, c.name, description.life_form;
MATCH (a:crop_alias {name: 'mokurubane'})-[:is_alias_of]->(c:crop) MATCH (c)-[:has]->(description:description) RETURN  a.name, c.name, description.life_form;
MATCH (a:crop_alias {name: 'beechwood'})-[:is_alias_of]->(c:crop) MATCH (c)-[:has]->(description:description) RETURN  a.name, c.name, description.life_form;
MATCH (a:crop_alias {name: 'Transvaal beech'})-[:is_alias_of]->(c:crop) MATCH (c)-[:has]->(description:description) RETURN  a.name, c.name, description.life_form;
MATCH (a:crop_alias {name: 'African beech'})-[:is_alias_of]->(c:crop) MATCH (c)-[:has]->(description:description) RETURN  a.name, c.name, description.life_form;
MATCH (a:crop_alias {name: 'faia africana'})-[:is_alias_of]->(c:crop) MATCH (c)-[:has]->(description:description) RETURN  a.name, c.name, description.life_form;
MATCH (a:crop_alias {name: 'boekenhout'})-[:is_alias_of]->(c:crop) MATCH (c)-[:has]->(description:description) RETURN  a.name, c.name, description.life_form;
MATCH (a:crop_alias {name: 'transvaalboekenhout'})-[:is_alias_of]->(c:crop) MATCH (c)-[:has]->(description:description) RETURN  a.name, c.name, description.life_form;
MATCH (a:crop_alias {name: 'mongena'})-[:is_alias_of]->(c:crop) MATCH (c)-[:has]->(description:description) RETURN  a.name, c.name, description.life_form;
MATCH (a:crop_alias {name: 'mohlako'})-[:is_alias_of]->(c:crop) MATCH (c)-[:has]->(description:description) RETURN  a.name, c.name, description.life_form;
MATCH (a:crop_alias {name: 'n'wamidzumba'})-[:is_alias_of]->(c:crop) MATCH (c)-[:has]->(description:description) RETURN  a.name, c.name, description.life_form;
MATCH (a:crop_alias {name: 'monyena'})-[:is_alias_of]->(c:crop) MATCH (c)-[:has]->(description:description) RETURN  a.name, c.name, description.life_form;
MATCH (a:crop_alias {name: 'mofufu'})-[:is_alias_of]->(c:crop) MATCH (c)-[:has]->(description:description) RETURN  a.name, c.name, description.life_form;
MATCH (a:crop_alias {name: 'mutango'})-[:is_alias_of]->(c:crop) MATCH (c)-[:has]->(description:description) RETURN  a.name, c.name, description.life_form;
MATCH (a:crop_alias {name: 'isafo'})-[:is_alias_of]->(c:crop) MATCH (c)-[:has]->(description:description) RETURN  a.name, c.name, description.life_form;
MATCH (a:crop_alias {name: 'isefo'})-[:is_alias_of]->(c:crop) MATCH (c)-[:has]->(description:description) RETURN  a.name, c.name, description.life_form;
MATCH (a:crop_alias {name: 'red boekenhout'})-[:is_alias_of]->(c:crop) MATCH (c)-[:has]->(description:description) RETURN  a.name, c.name, description.life_form;
MATCH (a:crop_alias {name: 'rooiboekenhout'})-[:is_alias_of]->(c:crop) MATCH (c)-[:has]->(description:description) RETURN  a.name, c.name, description.life_form;
MATCH (a:crop_alias {name: 'bosveldboekenhout'})-[:is_alias_of]->(c:crop) MATCH (c)-[:has]->(description:description) RETURN  a.name, c.name, description.life_form;
MATCH (a:crop_alias {name: 'isiqalaba'})-[:is_alias_of]->(c:crop) MATCH (c)-[:has]->(description:description) RETURN  a.name, c.name, description.life_form;
MATCH (a:crop_alias {name: 'isidwadwa'})-[:is_alias_of]->(c:crop) MATCH (c)-[:has]->(description:description) RETURN  a.name, c.name, description.life_form;
MATCH (a:crop_alias {name: 'umonyela'})-[:is_alias_of]->(c:crop) MATCH (c)-[:has]->(description:description) RETURN  a.name, c.name, description.life_form;
MATCH (a:crop_alias {name: 'umcalathole'})-[:is_alias_of]->(c:crop) MATCH (c)-[:has]->(description:description) RETURN  a.name, c.name, description.life_form;
MATCH (a:crop_alias {name: 'Mukushi'})-[:is_alias_of]->(c:crop) MATCH (c)-[:has]->(description:description) RETURN  a.name, c.name, description.life_form;
MATCH (a:crop_alias {name: 'Mukusi'})-[:is_alias_of]->(c:crop) MATCH (c)-[:has]->(description:description) RETURN  a.name, c.name, description.life_form;
MATCH (a:crop_alias {name: 'Rhodesian teak'})-[:is_alias_of]->(c:crop) MATCH (c)-[:has]->(description:description) RETURN  a.name, c.name, description.life_form;
MATCH (a:crop_alias {name: 'Umgusi'})-[:is_alias_of]->(c:crop) MATCH (c)-[:has]->(description:description) RETURN  a.name, c.name, description.life_form;
MATCH (a:crop_alias {name: 'Zambesi redwood'})-[:is_alias_of]->(c:crop) MATCH (c)-[:has]->(description:description) RETURN  a.name, c.name, description.life_form;
MATCH (a:crop_alias {name: 'Rhodesian chestnut'})-[:is_alias_of]->(c:crop) MATCH (c)-[:has]->(description:description) RETURN  a.name, c.name, description.life_form;
MATCH (a:crop_alias {name: 'tree wistaria'})-[:is_alias_of]->(c:crop) MATCH (c)-[:has]->(description:description) RETURN  a.name, c.name, description.life_form;
MATCH (a:crop_alias {name: 'wild wistaria'})-[:is_alias_of]->(c:crop) MATCH (c)-[:has]->(description:description) RETURN  a.name, c.name, description.life_form;
MATCH (a:crop_alias {name: 'elephant wood'})-[:is_alias_of]->(c:crop) MATCH (c)-[:has]->(description:description) RETURN  a.name, c.name, description.life_form;
MATCH (a:crop_alias {name: 'vanwykshout'})-[:is_alias_of]->(c:crop) MATCH (c)-[:has]->(description:description) RETURN  a.name, c.name, description.life_form;
MATCH (a:crop_alias {name: 'olifantshout'})-[:is_alias_of]->(c:crop) MATCH (c)-[:has]->(description:description) RETURN  a.name, c.name, description.life_form;
MATCH (a:crop_alias {name: 'umHohlo'})-[:is_alias_of]->(c:crop) MATCH (c)-[:has]->(description:description) RETURN  a.name, c.name, description.life_form;
MATCH (a:crop_alias {name: 'Van Wykshout'})-[:is_alias_of]->(c:crop) MATCH (c)-[:has]->(description:description) RETURN  a.name, c.name, description.life_form;
MATCH (a:crop_alias {name: 'mpfimbahongonyi'})-[:is_alias_of]->(c:crop) MATCH (c)-[:has]->(description:description) RETURN  a.name, c.name, description.life_form;
MATCH (a:crop_alias {name: 'kgomo-nahlabana'})-[:is_alias_of]->(c:crop) MATCH (c)-[:has]->(description:description) RETURN  a.name, c.name, description.life_form;
